show_id,title,releaseDate,seasonCount,rating,description,duration,tagline,metascore,metascore_count,metascore_sentiment,userscore,userscore_count,userscore_sentiment,seasonCount_was_null
1000358089,Ozark,2017-07-21,4.0,TV-MA,Marty Byrde (Jason Bateman) and his wife Wendy (Laura Linney) move from Chicago to The Lake of the Ozarks in Missouri in this drama created by Bill Dubuque.,60.0,Their last resort,69.0,83,Generally favorable,81,922,Universal acclaim,False
1000367732,Terminator Zero,2024-08-29,1.0,TV-MA,"In 1997, Malcolm Lee (voiced by André Holland) is getting ready to launch his AI system, Kokoro (voiced by Rosario Dawson) and in 2022, Eiko (voiced by Sonoya Mizuno) is sent into the past to protect him from the Terminator (voiced by Timothy Olyphant) in the anime series from Matt Tomlin.",28.0,,69.0,11,Generally favorable,65,139,Generally favorable,False
1000366251,Moon Knight,2022-03-30,1.0,TV-14,Steven Grant (Oscar Isaac) is hearing voices and having vivid dreams that he soon discovers is related to sharing a body with a mercenary named Marc Spector in this series created by Jeremy Slater and based on the Marvel character.,50.0,,69.0,27,Generally favorable,69,531,Generally favorable,False
1000361688,Shadow and Bone,2021-04-23,2.0,TV-14,Young soldier Alina Starkov (Jessie Mei Li) discovers she has a power that could free her country but first she must learn how to use it while avoiding those who seek to stop her in this series based on Leigh Bardugo's Grishaverse novels.,60.0,,69.0,31,Generally favorable,70,216,Generally favorable,False
1000303180,True Blood,2008-09-07,7.0,TV-MA,Sookie Stackhouse comes to television in the Alan Ball adaptation of Charlaine Harris' Southern vampire series.,60.0,You Know You're Hooked (Season 4),69.0,110,Generally favorable,74,1481,Generally favorable,False
1000350569,Colony,2016-01-14,3.0,TV-14,"In a future occupied Los Angeles, former FBI agent Will Bowman (Josh Holloway) and his wife (Sarah Wayne Callies) are given an opportunity to be reunited with one of their sons if they cooperate with the occupying authorities.",42.0,The invasion is over. The fight is about to begin. (Season 1),69.0,24,Generally favorable,75,207,Generally favorable,False
1000367827,Sweetpea,2024-10-10,2.0,TV-MA,"Often overlooked and ignored, Rhiannon Lewis (Ella Purnell) is pushed over the edge and develops a penchant for killing in the Kirstie Swain six-part series based on C.J. Skuse's novel of the same name.",45.0,It's always the quiet ones,69.0,12,Generally favorable,66,51,Generally favorable,False
1000342484,The Musketeers,2014-01-01,3.0,TV-14,"The latest adaptation of Alexander Dumas' classic novel follows the adventures of D'Artagnon (Luke Pasqualino), Athos (Tom Burke), Aramis (Santiago Cabrera) and Porthos (Howard Charles) as Cardinal Richelieu (Peter Capaldi) seeks more power and control. ",55.0,"For love, for honor, for adventure. (season 1)",69.0,14,Generally favorable,74,44,Generally favorable,False
1000366371,The Essex Serpent,2022-05-13,1.0,TV-14,"After hearing stories of the mythical Essex serpent, newly widowed Cora Seaborne (Claire Danes) moves from London to Essex, where she meets the village vicar (Tom Hiddleston) in this adaptation of Sarah Perry's novel of the same name.",48.0,,69.0,19,Generally favorable,44,20,Mixed or average,False
1000341842,The Fosters,2013-06-03,5.0,TV-14,Lesbian couple Lena and Stef raise several adopted kids along with their biological son.,60.0,How do you define family?,69.0,12,Generally favorable,84,151,Universal acclaim,False
1000358485,On My Block,2018-01-01,4.0,TV-14,"The coming of age comedy co-created by Lauren Iungerich, Eddie Gonzalez, and Jeremy Haft follows Cesar (Diego Tinoco), Ruby (Jason Genao), Monse (Sierra Capri), and Jamal (Brett Gray) as they navigate high school and life in South central Los Angeles. ",30.0,In Squad We Trust (Season 1),69.0,10,Generally favorable,71,72,Generally favorable,False
1000366586,Werewolf by Night,2022-10-07,1.0,TV-14,"After the death of their leader, a group of monster hunters, including werewolf Jack Russell (Gael García Bernal), are sent on a deadly competition to find a relic weapon in this special directed by Michael Giacchino.",52.0,,69.0,17,Generally favorable,71,119,Generally favorable,True
1000340033,The Mindy Project,2012-09-25,6.0,TV-14,"After a series of humiliating events, Dr. Mindy Lahini (Mindy Kaling) is determined to make changes in her professional and romantic life to achieve her dreams.",30.0,For everyone whose life is a work in progress. (Season 1),69.0,43,Generally favorable,71,292,Generally favorable,False
1000360283,Baptiste,2019-02-16,2.0,Unknown,Julien Baptiste (Tchéky Karyo) is helps the Dutch police investigation into a missing sex worker in Amsterdam in this spinoff of The Missing. ,60.0,,69.0,8,Generally favorable,58,8,Mixed or average,False
1000368106,Too Much,2025-07-10,1.0,TV-MA,"30-something New Yorker Jessica (Meg Stalter) takes a job in London after a breakup and meets Felix (Will Sharpe), a British musician in the comedy series co-created by Lena Dunham and Luis Ferber.",30.0,A super low-key love story.,69.0,36,Generally favorable,59,28,Mixed or average,False
1000341898,Flying Blind,1992-09-13,1.0,Unknown,"College grad Neil takes a job in his father's food comglomerate and proceeds with his dull, by-the-book life.  There, he meets and falls in love with the attractive Alicia, an eccentric free spirit who tempts him out of his bland and boring ways.",30.0,Mild Meets Wild.,69.0,14,Generally favorable,0,0,Insufficient scores,False
1000361905,Rutherford Falls,2021-04-22,2.0,TV-14,"In a small New England town, Nathan Rutherford (Ed Helms) and his best friend Reagan Wells (Jana Schmieding) fight the moving of a historical statue in this comedy from Michael Schur, Ed Helms and Sierra Teller Ornelas.",30.0,,69.0,23,Generally favorable,59,18,Mixed or average,False
1000368034,Étoile,2025-04-24,2.0,TV-MA,Geneviève (Charlotte Gainsbourg) of the Paris Opera Ballet and Jack (Luke Kirby) at the New York City Ballet exchange top dancers in an effort to lure audiences back in the drama series created by Amy Sherman-Palladino and Daniel Palladino.,60.0,The stage is set.,69.0,22,Generally favorable,68,33,Generally favorable,False
1000302347,Sit Down Comedy with David Steinberg,2005-12-14,2.0,TV-G,"A comedian himself, as well as a director (Mad About You, Curb Your Enthusiasm) and producer, David Steinberg hosts a 6-episode series on TV Land interviewing a single comedian in each half-hour episode.  The one-on-one format allows the guests plenty of time to talk about their background, movies or TV shows they have done, and tell funny stories about their lives and careers. ",60.0,,69.0,12,Generally favorable,0,1,Insufficient scores,False
1000338814,The Borgias,2011-04-03,3.0,TV-MA,The show follows the Borgia family that rose to power in Italy during the Renaissance. ,50.0,Flesh and Blood,69.0,35,Generally favorable,79,274,Generally favorable,False
1000366721,The Reluctant Traveler,2023-02-24,3.0,TV-PG,"The travel documentary series hosted by Eugene Levy sees him travel to Costa Rica, Finland, Italy, Japan, Maldives, Portugal, South Africa and the United States.",35.0,,69.0,9,Generally favorable,51,7,Mixed or average,False
1000358162,What Would Diplo Do?,2017-08-03,1.0,TV-14,The comedy series executive produced by Diplo features James Van Der Beek as a fictionalized version of the electronic/dance music DJ.,30.0,,69.0,7,Generally favorable,56,13,Mixed or average,False
1000366747,School Spirits (2023),2023-03-09,3.0,TV-MA,Maddie (Peyton List) investigates her own disappearance while attending high school in the afterlife in this series based on a graphic novel by Nate & Megan Trinrud and Maria Nguyen.,49.0,Afterlives are complicated.,69.0,8,Generally favorable,71,26,Generally favorable,False
1000367736,Nobody Wants This,2024-09-26,3.0,TV-MA,The relationship between agnostic Joanne (Kristen Bell) and unconventional rabbi Noah (Adam Brody) is at the center of the comedy series created by Erin Foster.,30.0,We're so back.,69.0,49,Generally favorable,64,95,Generally favorable,False
1000361936,Ziwe,2021-05-09,2.0,TV-MA,"The late-night variety show from writer/comedian Ziwe will feature interviews, unscripted segments and sketches.",30.0,,69.0,8,Generally favorable,57,12,Mixed or average,False
1000357642,Trial & Error,2017-03-14,2.0,TV-PG,The first big case for New York attorney Josh Segal (Nicholas D’Agosto) takes him to a small southern town to defend an unconventional poetry professor (John Lithgow) of murder in this comedic series created by Jeff Astrof and Matt Miller.,22.0,Their first case is a real killer.,69.0,40,Generally favorable,71,69,Generally favorable,False
1000357638,Trollhunters,2016-12-23,4.0,TV-Y7,"The animated series from Guillermo Del Toro begins with 15-year-old Jim Lake (voiced by the late Anton Yelchin) finding an amulet that grants him the right to become a Trollhunter, a protector of the underground trolls that includes Blinky (Kelsey Grammer).",23.0,,69.0,9,Generally favorable,82,150,Universal acclaim,False
1000339180,The Fades,2011-01-01,1.0,Unknown,"Paul (Iain De Caestecker)has apocalyptic dreams and starts seeing spirits, known as the fades, which seek their way into the living world through him.",55.0,,69.0,8,Generally favorable,72,25,Generally favorable,False
1000337822,Rubicon,2010-06-13,1.0,TV-14,AMC launches its third original series Rubicon on August 1st. The show is based in New York City and revolves around a conspiracy at a government intelligence agency. James Badge Dale and Miranda Richardson star. ,45.0,Not every conspiracy is a theory,69.0,28,Generally favorable,80,106,Generally favorable,False
1000342124,Clear History,2013-08-10,1.0,TV-MA,"Nathan Flomm (Larry David) lost out on millions of dollars and made the laughing stock when he sold his shares to a start-up that is now worth billions. Ten years later, living incognito, he is forced to face his past.",101.0,"A story of wealth, fame, power... and this guy.",69.0,17,Generally favorable,0,1,Insufficient scores,True
1000301112,Reno 911!,2003-07-23,8.0,TV-14,"From the folks that brought you ""The State"" and ""Viva Variety!"" are back for some law-enforcement mayhem. Meet the men and women of the Washoe County Sheriff's Department, led by Lt. Jim Dangle (Tom Lennon) -- a straight-and-narrow cop who might not be all that ""straight"" after all. Deputies include a former topless showgirl and a 5-foot-4 veritable crime-fightin' machine. On tonight's premiere episode, Lt. Dangle declares Reno a zero-tolerance town. Unfortunately, the entire population has heard the news and is obeying every rule.

Awards & Nominations
•2004 GLAAD Media Award - Nominated Outstanding Comedy Series

Reno Trivia
•Almost all character dialogue is improvised by the actors.
•The main actors frequently appear on the show as other characters with their faces blurred. For example, Kerri Kenney often played Jackie, the unbalanced prostitute.
•One of the apartment buildings seen in Season 2 was torn down shortly after filming was finished in Carson.
•According to an interview with 'Thomas Lennon' , the main cast member who ruins the most takes by laughing out loud is Carlos Alazraqui.
•This show uses improvisation, as 99% of the lines are unscripted.
•Filming Locations: Carson, California, USA & Reno, Nevada, USA.",22.0,They Might Not Be The Best...But They're The Best We Got.,69.0,18,Generally favorable,85,23,Universal acclaim,False
1000368118,Washington Black,2025-07-23,1.0,TV-MA,"11-year-old George Washington ""Wash"" Black (Ernest Kingsley, Jr.) escapes Barbados with his master's brother, ""Titch"" Wilde (Tom Ellis) and finds a mentor in Medwin Harris (Sterling K. Brown) while in Canada in the adaptation of Esi Edugyan's novel of the same name.

[Premieres in the US on Hulu and on Disney+ internationally]",45.0,Escape is only the beginning,69.0,20,Generally favorable,46,16,Mixed or average,False
1000346585,Public Morals,2015-08-25,1.0,TV-MA,The Ed Burns crime drama set in 1967 where Public Morals Division officer Terry Muldoon (Ed Burns) tries to keep his family safe from his work.,60.0,Meet your landlords,69.0,22,Generally favorable,73,49,Generally favorable,False
1000300081,Law & Order,1990-09-13,25.0,TV-14,"Created by Dick Wolf, Law & Order splits its television hour into two parts - the law, a police procedural, and order, a legal drama.",45.0,The Story Is Everything,69.0,38,Generally favorable,87,129,Universal acclaim,False
1000367694,A Good Girl's Guide to Murder,2024-07-01,2.0,TV-MA,"17-year-old Pip Fitz-Amobi (Emma Myers) and her friends investigate the 2019 disappearance of fellow student Andie Bell in the mystery series based on Holly Jackson novel of the same name adapted by Poppy Cogan.

[Premiered originally in the UK on BBC iPlayer on 1 Jul 2024 and in the US on Netflix on 1 Aug 2024]",50.0,,69.0,20,Generally favorable,64,57,Generally favorable,False
1000338804,Taking on Tyson,2011-03-06,2.0,Unknown,Mike Tyson is passionate about pigeons.  He brings viewers into the lifestyle of pigeon rearing and racing as he attempts to be crowned the champ of pigeon racing.,,,69.0,10,Generally favorable,0,1,Insufficient scores,False
1000366127,Wolf Like Me,2022-01-13,2.0,TV-MA,"Widower and single father Gary (Josh Gad) meets Mary (Isla Fisher), who has a secret she is keeping from everyone in this romantic comedy written and created by Abe Forsythe.",30.0,Love can be scary.,69.0,11,Generally favorable,63,17,Generally favorable,False
1000342338,The Spoils of Babylon,2014-01-09,1.0,TV-14,"The six-episode comedy miniseries parodies the epic miniseries of the 1970s-80s with author Eric Jonrosh (Will Ferrell) introducing each  episode of his epic about the Morehouse family including oil baron Jonas (Tim Robbins), his daughter Cynthia (Kristen Wiig), his stepson Devon (Tobey Maguire), Cynthia's son Winston (Haley Joel Osment), Cynthia's husband Chet Halner (Michael Sheen), and Devon's wife Lady Anne York (voiced by Carey Mulligan).",23.0,,69.0,26,Generally favorable,65,25,Generally favorable,False
1000359505,O.G.,2019-02-23,1.0,TV-MA,Louis (Jeffrey Wright) is weeks away from the end of his 24-year-long jail sentence when he tries to help new inmate Beecher (Theothus Carter) in this movie filmed with actual inmmates and staff in an active maximum-security prison.,113.0,"After 24 years in prison, Louis is five weeks away from being released when he is jumped by a young man, who Louis ultimately befriends at his own risk.",69.0,8,Generally favorable,0,1,Insufficient scores,True
1000352079,And the Band Played On,1993-09-11,1.0,Unknown,"A deadly epidemic is spreading around the world. But when it first began, no one paid attention. Matthew Modine stars in this medical thriller as a young doctor tracking the disease halfway around the world and across two continents--and whose work is thwarted at every turn by fear, official indifference and bitter medical rivalries.",141.0,"A threat no one dared face. A word no one wanted to speak. A fight for many, fought by few.",69.0,15,Generally favorable,0,2,Insufficient scores,True
1000352133,The Path,2016-03-30,3.0,TV-MA,"Eddie (Aaron Paul), his wife Sarah (Michelle Monaghan), and current leader Cal (Hugh Dancy) are some of the followers of religious sect called The Meyerist Movement in this drama originally called The Way and created by Jessica Goldberg.",60.0,"To belong, you must believe.",69.0,43,Generally favorable,76,114,Generally favorable,False
1000359103,Wanderlust (2018),2018-09-04,1.0,TV-MA,"After a bicycle accident, therapist Joy Richards (Toni Collette) seeks to fix her marriage and dwindling sex life with her husband Alan (Steven Mackintosh) by proposing an unorthodox experiment in this series based on Nick Payne's play of the same name.",60.0,,69.0,16,Generally favorable,48,15,Mixed or average,False
1000360078,Little Fires Everywhere,2020-03-18,1.0,TV-MA,The seemingly perfect life of The Richardsons (Reese Witherspoon and Joshua Jackson) is turned upside down by Mia Warren (Kerry Washington) and her daughter in the adaptation of Celeste Ng novel of the same name.,58.0,,69.0,32,Generally favorable,64,64,Generally favorable,False
1000360320,Perry Mason (2020),2020-06-21,2.0,TV-MA,"Set in the 1930s, Perry Mason (Matthew Rhys) is a private detective who beings looking into a child kidnapping case.",60.0,Everyone is guilty of something.,69.0,58,Generally favorable,63,124,Generally favorable,False
1000302083,Creature Comforts,2003-10-01,2.0,TV-Y7,"The makers of Wallace & Gromit bring you this collection of animated film shorts, which takes audio interviews of people on the street and uses them as voice tracks for stop-motion animals. Based on the hit British series of the same name, Creature Comforts will be the first animated series on CBS in thirteen years.The British series began airing on cable network BBC America in December of 2005, introducing U.S. audiences to the Annecy Award-winning plasticine comedy.CBS will initially air seven half-hour episodes for Creature Comforts.",10.0,,69.0,26,Generally favorable,0,1,Insufficient scores,False
1000360326,Legendary,2020-05-27,3.0,TV-MA,"Competing for a cash prize, eight voguing houses will be judged in fashion and dance challenges by a panel that includes Jameela Jamil, Leiomy Maldonado, Megan Thee Stallion, and Law Roach in this ball culture competitive series hosted by Dashaun Wesley.",50.0,,69.0,9,Generally favorable,71,9,Generally favorable,False
1000300007,The Fugitive,2000-10-06,1.0,TV-14,"""Updating the classic 1960's action series The Fugitive (1963) with the thrills and high-tech style of the 1993 Oscar-winning hit movie, ""The Fugitive"" returns to television with the riveting tale of Dr. Richard Kimble (Tim Daly), an innocent man accused of murdering his beloved wife. Adrift in a sea of strangers in strange locations, Kimble, on the hunt for the one-armed man who actually committed the crime, desperately tries to avoid being captured by Lt. Philip Gerard (Mykelti Williamson, ""The New WKRP in Cincinnati""), who always seems to be only two steps behind. From week to week, Kimble searches city after city for the elusive killer whose capture would finally allow him to prove his innocence and return to his former life. In constant flight in his quest for justice, Kimble touches many lives, but the encounters are ended as suddenly as they have begun when the fugitive is forced to escape to yet another city."" - CBS press release.

CBS premiered the much-hyped new action series on its Friday night lineup, which included fellow action series ""Nash Bridges"" and newcomer ""CSI."" Many predicted the new version of ""The Fugitive"" would become one of CBS's greatest hits, but the show only earned decent ratings for its first episode (curiously, everybody thought ""CSI"" was too morbid and wouldn't live to see a pickup, and it turned out to be the big hit ""The Fugitive"" was supposed to be). From then on ratings fell to an underexpected average, and eventually CBS decided to revitalize its Thursday nights with ratings magnet ""CSI,"" bumping Dick Van Dyke's ""Diagnosis Murder"" to Fridays, where it took ""The Fugitive""'s old time slot. Even with a good lead-in the ratings didn't rise (the show aired opposite ""Who Wants to be a Millionaire,"" which at the time drew huge numbers, giving the show a push to death). At the end of the season, CBS decided to cancel the entire lineup. At least they had the decency to show the series finale - but not to tell the producers not to write in a cliffhanger.

CBS Broadcast History (22 episodes)
October 2000 - January 2001 --- Fridays 8:00 PM
February 2001 - May 2001 --- Fridays 9:00 PM
(Simulcast in HDTV)",60.0,,69.0,24,Generally favorable,0,2,Insufficient scores,False
1000366937,"XO, Kitty",2023-05-18,3.0,TV-14,"The series spinoff of the ""To All the Boys"" film series finds Kitty Covey (Anna Cathcart) attending school in Seoul to be closer to her long-distance boyfriend, Dae (Choi Min-yeong).",30.0,Time for some more Seoul searching.,69.0,13,Generally favorable,64,32,Generally favorable,False
1000358606,Paterno,2018-04-07,1.0,TV-MA,"Directed by Barry Levinson, the film focuses on Penn State's football coach Joe Paterno (Al Pacino) as the story of the Jerry Sandusky sexual abuse scandal breaks and ultimately leads to Paterno's termination.",105.0,"The greater the legend, the harder the fall.",69.0,19,Generally favorable,62,5,Generally favorable,True
1000367899,Paradise (2025),2025-01-26,2.0,TV-MA,"Secret Service agent Xavier Collins (Sterling K. Brown) is accused of killing the president (James Marsden) in the political thriller series created by Dan Fogelman.

[First episode release date on Hulu (and on Disney+ internationally) was moved up to 26 Jan 2025. Episodes two and three premiere on Hulu (and on Disney+ internationally) on the original release date of 28 Jan 2025 with the first episode also airing on ABC on 29 Jan 2025 in the US]",,Read between the lies,69.0,36,Generally favorable,65,99,Generally favorable,False
1000368274,The Seduction,2025-11-14,1.0,Unknown,"The French reimagining of Pierre Choderlos de Laclos's novel Les Liaisons Dangereuses (Dangerous Liasions) centers on Isabelle de Merteuil, the Marquise de Merteuil (Anamaria Vartolomei).

[Known as Merteuil in France]",45.0,,69.0,9,Generally favorable,0,3,Insufficient scores,False
1000367655,Land of Women,2024-06-26,1.0,Unknown,"When her husband disappears, Gala (Eva Longoria) leaves New York with her daughter (Victoria Bazúa) and mother (Carmen Maura) to hide in Spain from criminals seeking their money in the dramedy series based on Sandra Barneda's novel La tierra de las mujeres. ",,,69.0,15,Generally favorable,51,17,Mixed or average,False
1000301338,Boston Legal,2004-10-03,5.0,TV-14,"Led by an Emmy Award-winning cast, ""Boston Legal"" returns for its fifth and final season to tell the professional and personal stories of a group of brilliant but often emotionally challenged attorneys. Sometimes irreverent and funny, sometimes intense and moving, ""Boston Legal"" prides itself on being at the forefront of issue-oriented television, often addressing issues that are underreported by the media. Fast-paced and wildly comedic, the series confronts social and moral issues, while its characters continually stretch the boundaries of the law.

Back-to-back Emmy Award winners James Spader and William Shatner play Alan Shore and Denny Crane, unlikely kindred spirits among the brigade of high-priced litigators at Crane Poole & Schmidt. In addition, Shirley Schmidt (played by five-time Emmy winner Candice Bergen), a founding partner of the firm, continues to help bring order to the chaotic office. She keeps a vigilant eye on all, particularly on Denny Crane, with whom she shares a checkered past.

Continuing to keep the office staff in tow is no-nonsense senior partner Carl Sack (Emmy Award winner John Larroquette), yet another ex-boyfriend of Shirley's, who has a newfound respect for the quirky team. Added to the mix are Jerry Espenson (Emmy Award winner Christian Clemenson), Shore's friend and fellow lawyer who suffers from Aspergers syndrome; and Katie Lloyd (Tara Summers), a young associate who is proving that she can run with the big dogs in the Boston offices. US Broadcast History
Oct 2004 - Mar 2005, Sunday at 10:00 PM on ABC and CH (Canada)
Sep 2005 - Apr 2008, Tuesday at 10:00 PM on ABC and CH (Canada)
Apr 2008 - May 2008, Wednesday at 10:00 PM on ABC and E! (Canada)
Sep 2008, Monday at 10:00 PM on ABC and E! (Canada)",44.0,Just when you thought it was safe to go back into the courtroom.,69.0,22,Generally favorable,82,76,Universal acclaim,False
1000338816,Mildred Pierce,2011-03-27,1.0,TV-MA,"Based on the James M. Cain novel ""Mildred Place,"" this miniseries will star Kate Winslet, who will play a single mother who goes into the restaurant business and gets involved in a murder. Joan Crawford starred in this film in 1945. ",60.0,Having It All Would Cost Her Everything.,69.0,28,Generally favorable,74,50,Generally favorable,False
1000367433,Elsbeth,2024-02-29,3.0,TV-14,Elsbeth Tascioni (Carrie Preston) uses her skills to help NYPD's Captain C.W. Wagner (Wendell Pierce) and Officer Kaya Blanke (Carra Patterson) investigate cases in this spin-off of The Good Wife.,43.0,,69.0,21,Generally favorable,62,44,Generally favorable,False
1000367183,Beckham,2023-10-04,1.0,TV-MA,The four-part documentary series from Fisher Stevens about David Beckham's rise from working-class east London to international fame.,70.0,,69.0,8,Generally favorable,82,23,Universal acclaim,False
1000367609,After the Flood,2024-01-10,1.0,Unknown,"PC Joanna Marshall (Sophie Rundle) investigates an unidentified man found dead in an underground parking lot after a flood in the British crime drama written by Mick Ford.

[Premiered originally in the UK on ITV on 10 Jan 2024 and set to air in the US on BritBox on 13 May 2024]",47.0,The truth always rises to the surface,69.0,7,Generally favorable,0,1,Insufficient scores,False
1000300021,Cybill,1995-01-02,4.0,TV-PG,"Cybill Shepherd stars as Cybill Sheridan, a woman who has it all: two spiteful daughters, two clingy ex-husbands, an outrageous best friend, an unstable future ,and a house on an eroding LA hillside. But with humor and determination, Cybill braves each new challenge that comes her way, while having the time of her life discovering that life after forty is anything but downhill.

 CBS Broadcast History 
January 1995-September 1995----Monday----9:30
September 1995-April 1996----Sunday----8:00
April 1996-February 1997----Monday----9:30
March 1997-December 1997----Monday----9:00
March 1998-April 1998----Wednesday----8:30
May 1998-June 1998----Monday----9:00
June 1998-July 1998----Monday----9:30",30.0,A comedy about the best 10 years of a woman's life... between 39 and 40.,69.0,21,Generally favorable,79,13,Generally favorable,False
1000341754,Mom,2013-09-23,8.0,TV-14,"Christy (Anna Faris), a single mom, looks to start a new sober life in Napa Valley with the help of her mother (Allison Janney).",30.0,,69.0,34,Generally favorable,74,315,Generally favorable,False
1000359108,The Miniaturist,2017-12-26,1.0,Unknown,"The adaptation of Jessie Burton's novel is set in 1686 Amsterdam where 18-year-old Nella Oortman (Anya Taylor-Joy) moves in with her new husband Johannes Brandt (Alex Hassell), who gifts her a dollhouse copy of their home. Nella begins questioning the extra  packages of mini furniture and life-like dolls from a miniaturist appear to predict future events.",60.0,,69.0,7,Generally favorable,51,11,Mixed or average,False
1000341458,Bates Motel,2013-03-18,5.0,TV-MA,"The relationship between 17-year-old Norman Bates (Freddie Highmore) and his mother Norma (Vera Farmiga) is explored in this contemporary prequel to the movie ""Psycho.""",45.0,A boy's best friend is his mother. (Season 1),69.0,61,Generally favorable,83,857,Universal acclaim,False
1000366312,The Baby,2022-01-01,1.0,TV-MA,38-year-old Natasha (Michelle De Swarte) didn't want a child but finds herself saddled with a baby in this horror comedy limited series co-created by Siân Robins-Grace and Lucy Gaymer.,30.0,A little terror.,69.0,12,Generally favorable,70,6,Generally favorable,False
1000359795,Sanditon,2019-08-25,3.0,TV-14,"Charlotte Heywood (Rose Williams) ends up at the seaside village of Sanditon and meets Sidney Parker (Theo James) and Miss Lambe (Crystal Clarke), a West Indian heiress in this adaptation of Jane Austen's unfinished final novel by Andrew Davies.

[Premiered originally in the UK on ITV on 25 August 2019 and in the US as a part of PBS's Masterpiece on 12 Jan 2020]",60.0,,69.0,21,Generally favorable,67,52,Generally favorable,False
1000365900,1883,2021-12-19,1.0,TV-MA,The Yellowstone prequel set in the 1880s follows James and Margaret Dutton (Tim McGraw and Faith Hill) as they move their family to start a new life on Montana.,60.0,,69.0,12,Generally favorable,80,123,Generally favorable,False
1000360166,Trying,2020-05-01,5.0,TV-14,Jason (Rafe Spall) and Nikki (Esther Smith) want to have children but are unable to in this British comedy written by Andy Wolton.,30.0,,69.0,13,Generally favorable,75,38,Generally favorable,False
1000351530,The Jim Gaffigan Show,2015-07-14,2.0,TV-PG,Jim Gaffigan is a stand-up comedian juggling life as a father of five children and making a living as a comedian in this sitcom originally developed for NBC/CBS.,30.0,,69.0,23,Generally favorable,65,35,Generally favorable,False
1000346408,Girlfriends' Guide to Divorce,2014-12-02,5.0,TV-14,"A famous self-help book author Abby McCarthy (Lisa Edelstein) shocks everyone when she announces her separation from her husband, Jake (Paul Adelstein). Abby seeks advice from her divorced friends Her friend Lyla (Janeane Garofalo) and Phoebe (Beau Garrett) to restart her life as a single woman.",60.0,Go find yourself. (Season 1),69.0,22,Generally favorable,70,23,Generally favorable,False
1000337811,Life Unexpected,2010-01-01,2.0,TV-PG,"Life Unexpected stars Shiri Appleby, Kerr Smith, Austin Basis, Britt Robertson and Kristoffer Polaha. Lux (played by Britt Robertson), is a 15 year-old foster child who connects with her biological father, Nate (played by Kristoffer Polaha), a manchild who never knew he had a daughter. Nate teams up with Lux's mother, Cate (played by Shiri Appleby), to give Lux a normal family life.

Life Unexpected is produced by Mojo Films in association with CBS Television Studios and Warner Bros. Television with executive producers Liz Tigelaar (Brothers and Sisters, What About Brian) and Gary Fleder (October Road). The series premiered on The CW network on January 18th, 2010. ",60.0,,69.0,20,Generally favorable,76,36,Generally favorable,False
1000359499,The Hot Zone,2019-05-26,2.0,TV-14,"When a highly infectious virus with no known cure appears at the Reston Monkey Facility in 1989, U.S. Army veterinarian Dr. Nancy Jaax (Julianna Margulies) works to stop it from spreading in this six-part miniseries based on Richard Preston's 1995 nonfiction book about Ebola.",45.0,"In 1989, Ebola Landed on U.S. Soil. They Risked Everything to Contain It.",69.0,12,Generally favorable,63,33,Generally favorable,False
1000300390,Soul Food,2000-06-28,5.0,TV-14,"A talented, eclectic ensemble cast reunites the Joseph family in the hour-long family drama, Soul Food, an Edmonds Entertainment/State Street Pictures production in association with Paramount Network Television for Showtime. Soul Food was the first original Showtime series to receive a second season order from the network. Based on the critically acclaimed film from writer/director George Tillman, Jr. the series Soul Food takes an honest, touching look at tradition and family life through the trials and tribulations of a tight-knit African-American family living in Chicago.  Without missing a beat, Soul Food picks up where the 1997 film left off – with a family trying to do the best it can with what life has dealt them, while facing day to day turmoil that seems to permeate their lives.Although the Joseph's beloved matriarch, Mama Joe (Irma P. Hall, Soul Food), has passed away, she is still there in spirit and her words of wisdom resound through her grandson Ahmad (Aaron Meeks), who is having a hard time adapting to his new role as ""man of the house"" since his parent's separation. Maxine (Vanessa Williams, Melrose Place) and Kenny (Rockmond Dunbar) found that time apart was the only palpable solution to their problems – at least for the time being. And while Lem (Darrin Dewitt Henson) and Bird (Malinda Williams, High School High) do their best to help reunite the couple, it soon becomes clear to the entire family that Maxine and Kenny just need some time on their own. Teri (Nicole Ari Parker, Loving Jezebel) is wooed by her old company, Greene & Norris, and offered a partnership and chance to head the firm's labor department. However, this opportunity worries Damon (Boris Kodjoe, Love & Basketball) and Maxine who feel that Teri's panic attacks aren't yet a thing of the past. And although the family faces difficult hurdles, they always find their way back to the traditional Sunday dinner that allows them to share each other's company and recognize that they truly mean the world to each other.",45.0,A delicious slice of life.,69.0,20,Generally favorable,85,6,Universal acclaim,False
1000360506,A Wilderness of Error,2020-09-25,1.0,TV-MA,The five-part documentary series directed by Marc Smerlin and based on Errol Morris' book of the same name looks into the 1970 case of Army surgeon and Green Beret Jeffrey MacDonald who claimed his family were killed by four hippies high on drugs but was convicted in 1979 of murdering his pregnant wife and two daughters. ,,,69.0,12,Generally favorable,0,2,Insufficient scores,False
1000367674,Sunny,2024-07-09,1.0,TV-MA,"Suzie (Rashida Jones), an American woman living in Japan, is given a robot called Sunny after her husband and son disappear in a mysterious plane crash in the mystery thriller series created by Katie Robbins. ",,,69.0,32,Generally favorable,62,47,Generally favorable,False
